出現時間, AIタイプ, 出現位置, 敵タイプ, ｘｙ調整, 移動方向, 移動速度, ブレーキ, 待機時間, 加算移動方向, 最低速度, 弾発射時間
418,Normal,1,0,-60,0,5.5,0.03,180,0.9,0,30
420,Normal,1,0,-60,0,5.5,0.02,180,0.85,0,30
422,Normal,1,0,-60,0,5.5,0.01,180,0.8,0,30
424,Normal,1,0,-60,0,6,0,180,0.75,0,30
426,Normal,1,0,-60,0,6,-0.01,180,0.7,0,30
428,Normal,1,0,-60,0,6,-0.01,180,0.7,0,30
430,Normal,1,0,-60,0,6,0.05,180,1,0,30
432,Normal,1,0,-60,0,6,0.04,180,0.95,0,30
434,Normal,1,0,-60,0,6,0.03,180,0.9,0,30
436,Normal,1,0,-60,0,6,0.02,180,0.85,0,30
438,Normal,1,0,-60,0,6,0.01,180,0.8,0,30
440,Normal,1,0,-60,0,6,0,180,0.75,0,30
442,Normal,1,0,-60,0,6,-0.01,180,0.7,0,30
470,Normal,0,15,40,90,7,0.1,180,0,0,0
500,Normal,2,15,40,-90,7,0.1,180,0,0,0
530,Chase,1,1,0,0,5,0,90,0,0,60
531,Chase,1,1,340,0,5,0,90,0,0,60
535,Chase,1,1,0,0,5,0,90,0,0,60
536,Chase,1,1,340,0,5,0,90,0,0,60
540,Chase,1,1,0,0,5,0,90,0,0,60
541,Chase,1,1,340,0,5,0,90,0,0,60
545,Chase,1,1,0,0,5,0,90,0,0,60
546,Chase,1,1,340,0,5,0,90,0,0,60
550,Chase,1,1,0,0,5,0,90,0,0,60
551,Chase,1,1,340,0,5,0,90,0,0,60
555,Chase,1,1,0,0,5,0,90,0,0,60
556,Chase,1,1,340,0,5,0,90,0,0,60
560,Chase,1,1,0,0,5,0,90,0,0,60
561,Chase,1,1,340,0,5,0,90,0,0,60
565,Chase,1,1,0,0,5,0,90,0,0,60
566,Chase,1,1,340,0,5,0,90,0,0,60
600,Normal,1,11,135,0,4,0.05,9999,0,1,60
680,Chase,1,18,0,0,3,0,90,0,0,60
740,Chase,1,18,230,0,3,0,90,0,0,60
900,Normal,1,16,0,0,6,0.1,120,0,0,60
910,Normal,1,16,67,0,6,0.1,120,0,0,60
920,Normal,1,16,134,0,6,0.1,120,0,0,60
930,Normal,1,16,201,0,6,0.1,120,0,0,60
940,Normal,1,16,268,0,6,0.1,120,0,0,60
950,Normal,1,16,335,0,6,0.1,120,0,0,60
901,Normal,1,16,0,0,5,0.1,120,0,0,60
911,Normal,1,16,67,0,5,0.1,120,0,0,60
921,Normal,1,16,134,0,5,0.1,120,0,0,60
931,Normal,1,16,201,0,5,0.1,120,0,0,60
941,Normal,1,16,268,0,5,0.1,120,0,0,60
951,Normal,1,16,335,0,5,0.1,120,0,0,60
1130,Normal,1,16,0,0,6,0.1,180,0,0,60
1135,Normal,1,16,67,0,6,0.1,180,0,0,60
1140,Normal,1,16,134,0,6,0.1,180,0,0,60
1145,Normal,1,16,201,0,6,0.1,180,0,0,60
1150,Normal,1,16,268,0,6,0.1,180,0,0,60
1155,Normal,1,16,335,0,6,0.1,180,0,0,60
1131,Normal,1,16,0,0,5,0.1,180,0,0,60
1136,Normal,1,16,67,0,5,0.1,180,0,0,60
1141,Normal,1,16,134,0,5,0.1,180,0,0,60
1146,Normal,1,16,201,0,5,0.1,180,0,0,60
1151,Normal,1,16,268,0,5,0.1,180,0,0,60
1156,Normal,1,16,335,0,5,0.1,180,0,0,60
1300,Chase,1,18,0,0,3,0,90,0,0,60
1320,Chase,1,18,230,0,3,0,90,0,0,60
1380,Normal,0,15,40,90,7,0.1,180,0,0,0
1400,Normal,2,15,40,-90,7,0.1,180,0,0,0
1520,Normal,1,17,-130,0.5,3,0.01,9999,0,0.6,0
1620,Chase,1,0,230,0,5,0,90,0,0,0
1621,Chase,1,0,290,0,5,0,90,0,0,0
1622,Chase,1,0,350,0,5,0,90,0,0,0
1640,Chase,1,0,230,0,5,0,90,0,0,0
1641,Chase,1,0,290,0,5,0,90,0,0,0
1642,Chase,1,0,350,0,5,0,90,0,0,0
1660,Chase,1,0,230,0,5,0,90,0,0,0
1661,Chase,1,0,290,0,5,0,90,0,0,0
1662,Chase,1,0,350,0,5,0,90,0,0,0
1680,Chase,1,0,230,0,5,0,90,0,0,0
1681,Chase,1,0,290,0,5,0,90,0,0,0
1682,Chase,1,0,350,0,5,0,90,0,0,0
1700,Chase,1,0,230,0,5,0,90,0,0,0
1701,Chase,1,0,290,0,5,0,90,0,0,0
1702,Chase,1,0,350,0,5,0,90,0,0,0
1720,Chase,1,0,230,0,5,0,90,0,0,0
1721,Chase,1,0,290,0,5,0,90,0,0,0
1722,Chase,1,0,350,0,5,0,90,0,0,0
1740,Chase,1,0,230,0,5,0,90,0,0,0
1741,Chase,1,0,290,0,5,0,90,0,0,0
1742,Chase,1,0,350,0,5,0,90,0,0,0
1760,Chase,1,0,230,0,5,0,90,0,0,0
1761,Chase,1,0,290,0,5,0,90,0,0,0
1762,Chase,1,0,350,0,5,0,90,0,0,0
1840,Chase,1,0,230,0,5,0,90,0,0,0
1841,Chase,1,0,290,0,5,0,90,0,0,0
1842,Chase,1,0,350,0,5,0,90,0,0,0
1860,Chase,1,0,230,0,5,0,90,0,0,0
1861,Chase,1,0,290,0,5,0,90,0,0,0
1862,Chase,1,0,350,0,5,0,90,0,0,0
1880,Chase,1,0,230,0,5,0,90,0,0,0
1881,Chase,1,0,290,0,5,0,90,0,0,0
1882,Chase,1,0,350,0,5,0,90,0,0,0
1900,Chase,1,0,230,0,5,0,90,0,0,0
1901,Chase,1,0,290,0,5,0,90,0,0,0
1902,Chase,1,0,350,0,5,0,90,0,0,0
1920,Chase,1,0,230,0,5,0,90,0,0,0
1921,Chase,1,0,290,0,5,0,90,0,0,0
1922,Chase,1,0,350,0,5,0,90,0,0,0
1940,Chase,1,0,230,0,5,0,90,0,0,0
1941,Chase,1,0,290,0,5,0,90,0,0,0
1942,Chase,1,0,350,0,5,0,90,0,0,0
1960,Chase,1,0,230,0,5,0,90,0,0,0
1961,Chase,1,0,290,0,5,0,90,0,0,0
1962,Chase,1,0,350,0,5,0,90,0,0,0
1980,Chase,1,0,230,0,5,0,90,0,0,0
1981,Chase,1,0,290,0,5,0,90,0,0,0
1982,Chase,1,0,350,0,5,0,90,0,0,0
2090,Normal,1,17,130,-0.5,3,0.01,9999,0,0.6,0
2660,Normal,1,16,0,0,5,0.1,180,0,0,60
2661,Normal,1,16,0,0,6,0.1,180,0,0,60
2662,Normal,1,16,0,0,7,0.1,180,0,0,60
2700,Normal,1,16,64,0,6,0.1,180,0,0,60
2701,Normal,1,16,64,0,7,0.1,180,0,0,60
2702,Normal,1,16,64,0,8,0.1,180,0,0,60
2760,Normal,1,16,128,0,7,0.1,180,0,0,60
2761,Normal,1,16,128,0,8,0.1,180,0,0,60
2762,Normal,1,16,128,0,9,0.1,180,0,0,60
2800,Chase,1,18,230,0,3,0,90,0,0,60
2860,Chase,1,18,230,0,3,0,90,0,0,60
2910,Normal,1,15,0,45,3,-0.04,0,-1,0,30
2970,Normal,1,15,0,45,3,-0.04,0,-1,0,30
2980,Normal,1,15,0,45,3,-0.04,0,-1,0,30
3040,Normal,1,15,0,45,3,-0.04,0,-1,0,30
3050,Normal,1,15,0,45,3,-0.04,0,-1,0,30
3060,Normal,1,15,0,45,3,-0.04,0,-1,0,30
3100,Chase,1,18,180,0,3,0,90,0,0,30
3150,Chase,1,18,180,0,4,0,90,0,0,45
3230,Chase,1,18,180,0,5,0,90,0,0,60
3310,Chase,1,1,0,0,5,0,90,0,0,60
3314,Chase,1,1,45,0,5,0,90,0,0,60
3318,Chase,1,1,90,0,5,0,90,0,0,60
3322,Chase,1,1,0,0,5,0,90,0,0,60
3326,Chase,1,1,45,0,5,0,90,0,0,60
3330,Chase,1,1,90,0,5,0,90,0,0,60
3334,Chase,1,1,0,0,5,0,90,0,0,60
3338,Chase,1,1,45,0,5,0,90,0,0,60
3342,Chase,1,1,90,0,5,0,90,0,0,60
3346,Chase,1,1,0,0,5,0,90,0,0,60
3350,Chase,1,1,45,0,5,0,90,0,0,60
3354,Chase,1,1,90,0,5,0,90,0,0,60
3358,Chase,1,1,0,0,5,0,90,0,0,60
3362,Chase,1,1,45,0,5,0,90,0,0,60
3366,Chase,1,1,90,0,5,0,90,0,0,60
3370,Chase,1,0,340,0,5,0,90,0,0,60
3374,Chase,1,0,295,0,5,0,90,0,0,60
3378,Chase,1,0,250,0,5,0,90,0,0,60
3382,Chase,1,0,340,0,5,0,90,0,0,60
3386,Chase,1,0,295,0,5,0,90,0,0,60
3390,Chase,1,0,250,0,5,0,90,0,0,60
3394,Chase,1,0,340,0,5,0,90,0,0,60
3398,Chase,1,0,295,0,5,0,90,0,0,60
3402,Chase,1,0,250,0,5,0,90,0,0,60
3406,Chase,1,0,340,0,5,0,90,0,0,60
3410,Chase,1,0,295,0,5,0,90,0,0,60
3414,Chase,1,0,250,0,5,0,90,0,0,60
3418,Chase,1,0,340,0,5,0,90,0,0,60
3422,Chase,1,0,295,0,5,0,90,0,0,60
3426,Chase,1,0,250,0,5,0,90,0,0,60
3430,Chase,1,1,0,0,5,0,90,0,0,60
3434,Chase,1,1,45,0,5,0,90,0,0,60
3438,Chase,1,1,90,0,5,0,90,0,0,60
3442,Chase,1,1,0,0,5,0,90,0,0,60
3446,Chase,1,1,45,0,5,0,90,0,0,60
3450,Chase,1,1,90,0,5,0,90,0,0,60
3454,Chase,1,1,0,0,5,0,90,0,0,60
3458,Chase,1,1,45,0,5,0,90,0,0,60
3462,Chase,1,1,90,0,5,0,90,0,0,60
3466,Chase,1,1,0,0,5,0,90,0,0,60
3470,Chase,1,1,45,0,5,0,90,0,0,60
3474,Chase,1,1,90,0,5,0,90,0,0,60
3478,Chase,1,1,0,0,5,0,90,0,0,60
3482,Chase,1,1,45,0,5,0,90,0,0,60
3486,Chase,1,1,90,0,5,0,90,0,0,60
3600,Normal,2,16,200,-90,7,0.1,9999,-2.5,2,60
3601,Normal,2,16,200,-90,7,0.1,9999,-2,2,60
3602,Normal,2,16,200,-90,7,0.1,9999,-1.5,2,60
3640,Normal,2,16,200,-90,7,0.1,9999,-2.5,2,60
3641,Normal,2,16,200,-90,7,0.1,9999,-2,2,60
3642,Normal,2,16,200,-90,7,0.1,9999,-1.5,2,60
3680,Chase,1,18,0,0,3,0,90,0,0,30
3681,Chase,1,18,230,0,3,0,90,0,0,30
3720,Normal,1,15,20,0,6,0.1,120,0,0,60
3721,Normal,1,15,180,0,6,0.1,120,0,0,60
3860,Obstacle0,1,6,-30,0,4,0.1,120,0,0,60
3861,Obstacle0,1,6,0,0,4,0.1,120,0,0,60
3862,Obstacle0,1,6,30,0,4,0.1,120,0,0,60
3863,Obstacle0,1,6,60,0,4,0.1,120,0,0,60
3864,Obstacle0,1,6,90,0,4,0.1,120,0,0,60
3865,Obstacle0,1,6,120,0,4,0.1,120,0,0,60
3866,Obstacle0,1,6,150,0,4,0.1,120,0,0,60
3867,Obstacle0,1,6,180,0,4,0.1,120,0,0,60
3868,Obstacle0,1,6,210,0,4,0.1,120,0,0,60
3869,Obstacle0,1,6,240,0,4,0.1,120,0,0,60
3870,Obstacle0,1,6,270,0,4,0.1,120,0,0,60
3871,Obstacle0,1,6,300,0,4,0.1,120,0,0,60
3872,Obstacle0,1,6,330,0,4,0.1,120,0,0,60
3873,Obstacle0,1,6,-30,0,4,0.1,120,0,0,60
3874,Obstacle0,1,6,0,0,4,0.1,120,0,0,60
3875,Obstacle0,1,6,30,0,4,0.1,120,0,0,60
3876,Obstacle0,1,6,60,0,4,0.1,120,0,0,60
3877,Obstacle0,1,6,90,0,4,0.1,120,0,0,60
3878,Obstacle0,1,6,120,0,4,0.1,120,0,0,60
3879,Obstacle0,1,6,150,0,4,0.1,120,0,0,60
3880,Obstacle0,1,6,180,0,4,0.1,120,0,0,60
3881,Obstacle0,1,6,210,0,4,0.1,120,0,0,60
3882,Obstacle0,1,6,240,0,4,0.1,120,0,0,60
3883,Obstacle0,1,6,270,0,4,0.1,120,0,0,60
3884,Obstacle0,1,6,300,0,4,0.1,120,0,0,60
3885,Obstacle0,1,6,330,0,4,0.1,120,0,0,60
3886,Obstacle0,1,6,-30,0,4,0.1,120,0,0,60
3887,Obstacle0,1,6,0,0,4,0.1,120,0,0,60
3888,Obstacle0,1,6,30,0,4,0.1,120,0,0,60
3889,Obstacle0,1,6,60,0,4,0.1,120,0,0,60
3890,Obstacle0,1,6,90,0,4,0.1,120,0,0,60
3891,Obstacle0,1,6,120,0,4,0.1,120,0,0,60
3892,Obstacle0,1,6,150,0,4,0.1,120,0,0,60
3893,Obstacle0,1,6,180,0,4,0.1,120,0,0,60
3894,Obstacle0,1,6,210,0,4,0.1,120,0,0,60
3895,Obstacle0,1,6,240,0,4,0.1,120,0,0,60
3896,Obstacle0,1,6,270,0,4,0.1,120,0,0,60
3897,Obstacle0,1,6,300,0,4,0.1,120,0,0,60
3898,Obstacle0,1,6,330,0,4,0.1,120,0,0,60
3899,Obstacle0,1,6,-30,0,4,0.1,120,0,0,60
3900,Obstacle0,1,6,0,0,4,0.1,120,0,0,60
3901,Obstacle0,1,6,30,0,4,0.1,120,0,0,60
3902,Obstacle0,1,6,60,0,4,0.1,120,0,0,60
3903,Obstacle0,1,6,90,0,4,0.1,120,0,0,60
3904,Obstacle0,1,6,120,0,4,0.1,120,0,0,60
3905,Obstacle0,1,6,150,0,4,0.1,120,0,0,60
3906,Obstacle0,1,6,180,0,4,0.1,120,0,0,60
3907,Obstacle0,1,6,210,0,4,0.1,120,0,0,60
3908,Obstacle0,1,6,240,0,4,0.1,120,0,0,60
3909,Obstacle0,1,6,270,0,4,0.1,120,0,0,60
3910,Obstacle0,1,6,300,0,4,0.1,120,0,0,60
3911,Obstacle0,1,6,330,0,4,0.1,120,0,0,60
3912,Obstacle0,1,6,-30,0,4,0.1,120,0,0,60
3913,Obstacle0,1,6,0,0,4,0.1,120,0,0,60
3914,Obstacle0,1,6,30,0,4,0.1,120,0,0,60
3915,Obstacle0,1,6,60,0,4,0.1,120,0,0,60
3916,Obstacle0,1,6,90,0,4,0.1,120,0,0,60
3917,Obstacle0,1,6,120,0,4,0.1,120,0,0,60
3918,Obstacle0,1,6,150,0,4,0.1,120,0,0,60
3919,Obstacle0,1,6,180,0,4,0.1,120,0,0,60
3920,Obstacle0,1,6,210,0,4,0.1,120,0,0,60
3921,Obstacle0,1,6,240,0,4,0.1,120,0,0,60
3922,Obstacle0,1,6,270,0,4,0.1,120,0,0,60
3923,Obstacle0,1,6,300,0,4,0.1,120,0,0,60
3924,Obstacle0,1,6,330,0,4,0.1,120,0,0,60
3990,Chase,1,0,0,0,6,0,120,0,0,60
3991,Chase,1,0,65,0,6,0,120,0,0,60
3992,Chase,1,0,130,0,6,0,120,0,0,60
3993,Chase,1,0,195,0,6,0,120,0,0,60
3994,Chase,1,0,260,0,6,0,120,0,0,60
3995,Chase,1,0,325,0,6,0,120,0,0,60
4020,Chase,1,0,0,0,6,0,120,0,0,60
4021,Chase,1,0,65,0,6,0,120,0,0,60
4022,Chase,1,0,130,0,6,0,120,0,0,60
4023,Chase,1,0,195,0,6,0,120,0,0,60
4024,Chase,1,0,260,0,6,0,120,0,0,60
4025,Chase,1,0,325,0,6,0,120,0,0,60
4050,Normal,1,2,120,0,6,0.05,120,0,1,60
4120,Normal,1,2,0,0,6,0.05,120,0,1,60
4150,Normal,1,2,250,0,6,0.05,120,0,1,60
4230,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4240,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4250,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4260,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4270,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4280,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4290,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4300,Normal,1,10,0,0,6,0.05,9999,1.4,1,60
4360,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4370,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4380,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4390,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4400,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4410,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4420,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4430,Normal,1,10,272,0,6,0.05,9999,-1.4,1,60
4510,Normal,1,8,0,0,5,0.05,9999,0,1,30
4560,Chase,1,1,220,0,5,0.05,120,0,1,60
4561,Chase,1,1,260,0,5,0.05,120,0,1,60
4562,Chase,1,1,300,0,5,0.05,120,0,1,60
4580,Chase,1,1,220,0,5,0.05,120,0,1,60
4581,Chase,1,1,260,0,5,0.05,120,0,1,60
4582,Chase,1,1,300,0,5,0.05,120,0,1,60
4600,Chase,1,1,220,0,5,0.05,120,0,1,60
4601,Chase,1,1,260,0,5,0.05,120,0,1,60
4602,Chase,1,1,300,0,5,0.05,120,0,1,60
4620,Chase,1,1,220,0,5,0.05,120,0,1,60
4621,Chase,1,1,260,0,5,0.05,120,0,1,60
4622,Chase,1,1,300,0,5,0.05,120,0,1,60
4640,Chase,1,1,220,0,5,0.05,120,0,1,60
4641,Chase,1,1,260,0,5,0.05,120,0,1,60
4642,Chase,1,1,300,0,5,0.05,120,0,1,60
4720,Normal,1,4,0,0,5,0.06,0,0,0,50
4730,Normal,1,4,100,0,5,0.06,0,0,0,50
4740,Normal,1,4,200,0,5,0.06,0,0,0,50
4750,Normal,1,4,300,0,5,0.06,0,0,0,50
4810,Normal,1,4,300,0,5,0.06,0,0,0,50
4830,Normal,1,4,200,0,5,0.06,0,0,0,50
4850,Normal,1,4,100,0,5,0.06,0,0,0,50
4870,Normal,1,4,0,0,5,0.06,0,0,0,50
4910,Chase,1,18,300,0,3,0.06,160,0,0,50
4940,Chase,1,18,200,0,3,0.06,160,0,0,50
4980,Normal,1,9,0,0,4,0.07,9999,0,1,50
5140,Normal,1,4,300,0,5,0.06,0,0,0,50
5160,Normal,1,4,200,0,5,0.06,0,0,0,50
5180,Normal,1,4,100,0,5,0.06,0,0,0,50
5200,Normal,1,4,0,0,5,0.06,0,0,0,50
5240,Normal,1,4,0,0,5,0.06,0,0,0,50
5260,Normal,1,4,100,0,5,0.06,0,0,0,50
5280,Normal,1,4,200,0,5,0.06,0,0,0,50
5300,Normal,1,4,300,0,5,0.06,0,0,0,50
5340,Chase,1,18,0,0,3,0.06,160,0,0,50
5370,Chase,1,18,100,0,3,0.06,160,0,0,50
5410,Normal,1,9,200,0,4,0.07,9999,0,1,50
5530,MiddleBoss1,1,19,-60,-40,5,0.022,3600,0.9,0,-180
5540,Normal,1,15,100,0,6,0.1,120,0,0,30
5560,Normal,2,15,90,-90,6,0.1,120,0,0,30
5580,Normal,0,15,90,90,6,0.1,120,0,0,30
5650,Normal,1,17,0,0,4,0.016,9999,0,0.5,30
6140,Normal,1,11,30,0,5,0.07,9999,0,1,30
6141,Normal,1,12,230,0,5,0.07,9999,0,1,30
6220,Chase,1,16,0,0,2.5,0.07,180,0,1,60
6225,Chase,1,16,60,0,2.5,0.07,180,0,1,60
6230,Chase,1,16,0,0,2.5,0.07,180,0,1,60
6235,Chase,1,16,60,0,2.5,0.07,180,0,1,60
6240,Chase,1,16,0,0,2.5,0.07,180,0,1,60
6245,Chase,1,16,60,0,2.5,0.07,180,0,1,60
6250,Chase,1,16,0,0,2.5,0.07,180,0,1,60
6275,Chase,1,16,60,0,2.5,0.07,180,0,1,60
6360,Chase,1,16,340,0,2.5,0.07,180,0,1,60
6365,Chase,1,16,280,0,2.5,0.07,180,0,1,60
6370,Chase,1,16,340,0,2.5,0.07,180,0,1,60
6375,Chase,1,16,280,0,2.5,0.07,180,0,1,60
6380,Chase,1,16,340,0,2.5,0.07,180,0,1,60
6385,Chase,1,16,280,0,2.5,0.07,180,0,1,60
6390,Chase,1,16,340,0,2.5,0.07,180,0,1,60
6395,Chase,1,16,280,0,2.5,0.07,180,0,1,60
6600,Chase,1,18,0,0,3,0.07,90,0,1,60
6660,Chase,1,18,30,0,3,0.07,90,0,1,60
6661,Chase,1,18,170,0,3,0.07,90,0,1,60
6720,Chase,1,0,340,0,5,0,90,0,0,60
6725,Chase,1,0,295,0,5,0,90,0,0,60
6730,Chase,1,0,250,0,5,0,90,0,0,60
6735,Chase,1,0,340,0,5,0,90,0,0,60
6740,Chase,1,0,295,0,5,0,90,0,0,60
6745,Chase,1,0,250,0,5,0,90,0,0,60
6750,Chase,1,0,340,0,5,0,90,0,0,60
6755,Chase,1,0,295,0,5,0,90,0,0,60
6760,Chase,1,0,250,0,5,0,90,0,0,60
6765,Chase,1,0,340,0,5,0,90,0,0,60
6770,Chase,1,0,295,0,5,0,90,0,0,60
6775,Chase,1,0,250,0,5,0,90,0,0,60
6780,Chase,1,0,340,0,5,0,90,0,0,60
6785,Chase,1,0,295,0,5,0,90,0,0,60
6790,Chase,1,0,250,0,5,0,90,0,0,60
6795,Chase,1,1,20,0,5,0,90,0,0,60
6800,Chase,1,1,65,0,5,0,90,0,0,60
6805,Chase,1,1,110,0,5,0,90,0,0,60
6810,Chase,1,1,20,0,5,0,90,0,0,60
6815,Chase,1,1,65,0,5,0,90,0,0,60
6820,Chase,1,1,110,0,5,0,90,0,0,60
6825,Chase,1,1,20,0,5,0,90,0,0,60
6830,Chase,1,1,65,0,5,0,90,0,0,60
6835,Chase,1,1,110,0,5,0,90,0,0,60
6840,Chase,1,1,20,0,5,0,90,0,0,60
6845,Chase,1,1,65,0,5,0,90,0,0,60
6850,Chase,1,1,110,0,5,0,90,0,0,60
6855,Chase,1,1,20,0,5,0,90,0,0,60
6860,Chase,1,1,65,0,5,0,90,0,0,60
6865,Chase,1,1,110,0,5,0,90,0,0,60
6870,Chase,1,0,340,0,5,0,90,0,0,60
6875,Chase,1,0,295,0,5,0,90,0,0,60
6880,Chase,1,0,250,0,5,0,90,0,0,60
6885,Chase,1,0,340,0,5,0,90,0,0,60
6890,Chase,1,0,295,0,5,0,90,0,0,60
6895,Chase,1,0,250,0,5,0,90,0,0,60
6900,Chase,1,0,340,0,5,0,90,0,0,60
6905,Chase,1,0,295,0,5,0,90,0,0,60
6910,Chase,1,0,250,0,5,0,90,0,0,60
6915,Chase,1,0,340,0,5,0,90,0,0,60
6920,Chase,1,0,295,0,5,0,90,0,0,60
6925,Chase,1,0,250,0,5,0,90,0,0,60
6930,Chase,1,0,340,0,5,0,90,0,0,60
6935,Chase,1,0,295,0,5,0,90,0,0,60
6940,Chase,1,0,250,0,5,0,90,0,0,60
6945,Chase,1,0,340,0,5,0,90,0,0,60
6950,Chase,1,0,295,0,5,0,90,0,0,60
6955,Chase,1,0,250,0,5,0,90,0,0,60
6960,Chase,1,0,340,0,5,0,90,0,0,60
6965,Chase,1,0,295,0,5,0,90,0,0,60
6970,Chase,1,0,250,0,5,0,90,0,0,60
6975,Chase,1,0,340,0,5,0,90,0,0,60
6980,Chase,1,0,295,0,5,0,90,0,0,60
6985,Chase,1,0,250,0,5,0,90,0,0,60
6990,Chase,1,0,340,0,5,0,90,0,0,60
6995,Chase,1,0,295,0,5,0,90,0,0,60
7000,Chase,1,0,250,0,5,0,90,0,0,60
7005,Chase,1,0,340,0,5,0,90,0,0,60
7010,Chase,1,0,295,0,5,0,90,0,0,60
7015,Chase,1,0,250,0,5,0,90,0,0,60
7030,Normal,1,0,0,0,5,0.07,90,0,0,60
7031,Normal,1,0,68,0,5,0.07,90,0,0,60
7032,Normal,1,0,136,0,5,0.07,90,0,0,60
7033,Normal,1,0,204,0,5,0.07,90,0,0,60
7034,Normal,1,0,272,0,5,0.07,90,0,0,60
7035,Normal,1,0,340,0,5,0.07,90,0,0,60
7036,Normal,1,0,0,0,4,0.07,90,0,0,60
7037,Normal,1,0,68,0,4,0.07,90,0,0,60
7038,Normal,1,0,136,0,4,0.07,90,0,0,60
7039,Normal,1,0,204,0,4,0.07,90,0,0,60
7040,Normal,1,0,272,0,4,0.07,90,0,0,60
7041,Normal,1,0,340,0,4,0.07,90,0,0,60
7042,Normal,1,0,0,0,3,0.07,90,0,0,60
7043,Normal,1,0,68,0,3,0.07,90,0,0,60
7044,Normal,1,0,136,0,3,0.07,90,0,0,60
7045,Normal,1,0,204,0,3,0.07,90,0,0,60
7046,Normal,1,0,272,0,3,0.07,90,0,0,60
7047,Normal,1,0,340,0,3,0.07,90,0,0,60
7080,Normal,1,15,0,0,3,-0.03,90,1,0,60
7120,Normal,1,15,200,0,3,-0.03,90,-1,0,60
7140,Normal,1,15,0,0,3,-0.03,90,1,0,60
7160,Normal,1,16,0,0,7,0.1,180,1,0,60
7170,Normal,1,16,0,0,7,0.08,180,1,0,60
7180,Normal,1,16,0,0,7,0.06,180,1,0,60
7230,Normal,1,16,340,0,7,0.1,180,-1,0,60
7240,Normal,1,16,340,0,7,0.08,180,-1,0,60
7250,Normal,1,16,340,0,7,0.06,180,-1,0,60
7360,Chase,1,18,-60,0,2,0.06,90,0,0,0
7365,Chase,1,18,110,0,2,0.06,90,0,0,0
7430,Chase,1,18,-60,0,2,0.06,90,0,0,0
7435,Chase,1,18,110,0,2,0.06,90,0,0,0
7550,Chase,1,0,0,0,4,0.06,90,0,0,57
7554,Chase,1,0,64,0,4,0.06,90,0,0,57
7558,Chase,1,0,128,0,4,0.06,90,0,0,57
7562,Chase,1,0,192,0,4,0.06,90,0,0,57
7566,Chase,1,0,256,0,4,0.06,90,0,0,57
7570,Chase,1,0,320,0,4,0.06,90,0,0,57
7574,Chase,1,0,320,0,4,0.06,90,0,0,57
