出現時間, AIタイプ, 出現位置, 敵タイプ, ｘｙ調整, 移動方向, 移動速度, ブレーキ, 待機時間, 加算移動方向, 最低速度, 弾発射時間
3420,Normal,1,0,110,0,4,0,120,0,0,0
3421,Normal,1,0,170,0,4,0,120,0,0,0
3422,Normal,1,0,230,0,4,0,120,0,0,0
3440,Normal,1,0,110,0,4,0,120,0,0,0
3441,Normal,1,0,170,0,4,0,120,0,0,0
3442,Normal,1,0,230,0,4,0,120,0,0,0
3460,Normal,1,0,110,0,4,0,120,0,0,0
3461,Normal,1,0,170,0,4,0,120,0,0,0
3462,Normal,1,0,230,0,4,0,120,0,0,0
3480,Normal,1,0,110,0,4,0,120,0,0,0
3481,Normal,1,0,170,0,4,0,120,0,0,0
3482,Normal,1,0,230,0,4,0,120,0,0,0
3500,Normal,1,0,110,0,4,0,120,0,0,0
3501,Normal,1,0,170,0,4,0,120,0,0,0
3502,Normal,1,0,230,0,4,0,120,0,0,0
3560,Obstacle0,1,6,200,0,4,0,120,0,0,0
3570,Obstacle0,1,6,250,0,4,0,120,0,0,0
3580,Obstacle0,1,6,0,0,4,0,120,0,0,0
3590,Obstacle0,1,6,180,0,4,0,120,0,0,0
3600,Obstacle0,1,6,90,0,4,0,120,0,0,0
3610,Obstacle0,1,6,300,0,4,0,120,0,0,0
3620,Obstacle0,1,6,200,0,4,0,120,0,0,0
3630,Obstacle0,1,6,250,0,4,0,120,0,0,0
3640,Obstacle0,1,6,0,0,4,0,120,0,0,0
3650,Obstacle0,1,6,180,0,4,0,120,0,0,0
3660,Obstacle0,1,6,90,0,4,0,120,0,0,0
3670,Obstacle0,1,6,300,0,4,0,120,0,0,0
3680,Obstacle0,1,6,200,0,4,0,120,0,0,0
3690,Obstacle0,1,6,250,0,4,0,120,0,0,0
3700,Obstacle0,1,6,0,0,4,0,120,0,0,0
3710,Obstacle0,1,6,180,0,4,0,120,0,0,0
3720,Obstacle0,1,6,90,0,4,0,120,0,0,0
3730,Obstacle0,1,6,300,0,4,0,120,0,0,0
3750,MiddleBoss0,1,5,50,0,7,0.1,1800,0,0,0
3800,Obstacle0,1,6,200,0,4,0,120,0,0,0
3810,Obstacle0,1,6,250,0,4,0,120,0,0,0
3820,Obstacle0,1,6,0,0,4,0,120,0,0,0
3830,Obstacle0,1,6,180,0,4,0,120,0,0,0
3840,Obstacle0,1,6,90,0,4,0,120,0,0,0
3850,Obstacle0,1,6,300,0,4,0,120,0,0,0
3860,Obstacle0,1,6,200,0,4,0,120,0,0,0
3870,Obstacle0,1,6,250,0,4,0,120,0,0,0
3880,Obstacle0,1,6,0,0,4,0,120,0,0,0
3890,Obstacle0,1,6,180,0,4,0,120,0,0,0
3900,Obstacle0,1,6,90,0,4,0,120,0,0,0
3910,Obstacle0,1,6,300,0,4,0,120,0,0,0
3920,Obstacle0,1,6,200,0,4,0,120,0,0,0
3930,Obstacle0,1,6,250,0,4,0,120,0,0,0
3940,Obstacle0,1,6,0,0,4,0,120,0,0,0
3950,Obstacle0,1,6,180,0,4,0,120,0,0,0
3960,Obstacle0,1,6,90,0,4,0,120,0,0,0
3970,Obstacle0,1,6,300,0,4,0,120,0,0,0
4000,Chase,1,0,0,0,5,0,60,0,0,0
4001,Chase,1,0,60,0,5,0,60,0,0,0
4002,Chase,1,0,120,0,5,0,60,0,0,0
4030,Chase,1,0,340,0,5,0,60,0,0,0
4031,Chase,1,0,280,0,5,0,60,0,0,0
4032,Chase,1,0,220,0,5,0,60,0,0,0
4060,Normal,1,4,300,0,5,0.08,20,0,0,0
4120,Normal,1,4,0,0,5,0.08,20,0,0,0
4180,Normal,1,3,100,-30,7,0.05,999,1,1,0
4280,Normal,1,3,100,30,7,0.05,999,-1,1,0
4380,Normal,1,3,100,-30,7,0.05,999,1,1,0
4460,Normal,1,3,100,30,7,0.05,999,-1,1,0
4500,Normal,1,2,0,0,6,0.08,999,0,1,0
4520,Normal,1,2,220,0,6,0.08,999,0,1,0
4700,Normal,1,0,0,0,6,0.1,60,0,0,0
4701,Normal,1,0,66,0,6,0.1,60,0,0,0
4702,Normal,1,0,132,0,6,0.1,60,0,0,0
4703,Normal,1,0,198,0,6,0.1,60,0,0,0
4704,Normal,1,0,264,0,6,0.1,60,0,0,0
4705,Normal,1,0,330,0,6,0.1,60,0,0,0
4780,Chase,1,1,0,0,6,0,60,0,0,0
4781,Chase,1,1,66,0,6,0,60,0,0,0
4782,Chase,1,1,132,0,6,0,60,0,0,0
4783,Chase,1,1,198,0,6,0,60,0,0,0
4784,Chase,1,1,264,0,6,0,60,0,0,0
4785,Chase,1,1,330,0,6,0,60,0,0,0
4830,Normal,1,0,0,0,4.5,0,60,0,0,0
4831,Normal,1,0,60,0,4.5,0,60,0,0,0
4832,Normal,1,0,340,0,4.5,0,60,0,0,0
4833,Normal,1,0,280,0,4.5,0,60,0,0,0
4870,Normal,1,0,110,0,5,0,60,0,0,0
4871,Normal,1,0,170,0,5,0,60,0,0,0
4872,Normal,1,0,230,0,5,0,60,0,0,0
4900,Normal,1,0,0,0,4.5,0,60,0,0,0
4901,Normal,1,0,60,0,4.5,0,60,0,0,0
4902,Normal,1,0,340,0,4.5,0,60,0,0,0
4903,Normal,1,0,280,0,4.5,0,60,0,0,0
4940,Normal,1,0,110,0,5,0,60,0,0,0
4941,Normal,1,0,170,0,5,0,60,0,0,0
4942,Normal,1,0,230,0,5,0,60,0,0,0
5000,Normal,1,0,0,0,4.5,0,60,0,0,0
5001,Normal,1,0,60,0,4.5,0,60,0,0,0
5002,Normal,1,0,340,0,4.5,0,60,0,0,0
5003,Normal,1,0,280,0,4.5,0,60,0,0,0
5040,Normal,1,0,110,0,5,0,60,0,0,0
5041,Normal,1,0,170,0,5,0,60,0,0,0
5042,Normal,1,0,230,0,5,0,60,0,0,0
5100,Obstacle0,1,6,200,0,4,0,120,0,0,0
5110,Obstacle0,1,6,250,0,4,0,120,0,0,0
5120,Obstacle0,1,6,0,0,4,0,120,0,0,0
5130,Obstacle0,1,6,180,0,4,0,120,0,0,0
5140,Obstacle0,1,6,90,0,4,0,120,0,0,0
5150,Obstacle0,1,6,300,0,4,0,120,0,0,0
5160,Obstacle0,1,6,200,0,4,0,120,0,0,0
5170,Obstacle0,1,6,250,0,4,0,120,0,0,0
5180,Obstacle0,1,6,0,0,4,0,120,0,0,0
5190,Obstacle0,1,6,180,0,4,0,120,0,0,0
5200,Obstacle0,1,6,90,0,4,0,120,0,0,0
5210,Obstacle0,1,6,300,0,4,0,120,0,0,0
5240,Normal,0,3,200,110,2,0,120,0.1,0,0
5280,Chase,2,1,0,0,3,0,120,0,0,0
5300,Chase,2,1,0,0,3,0,120,0,0,0
5320,Chase,2,1,0,0,3,0,120,0,0,0
5340,Chase,2,1,0,0,3,0,120,0,0,0
5360,Chase,2,1,0,0,3,0,120,0,0,0
5420,Normal,1,2,0,0,6,0.07,999,0,1,0
5460,Normal,1,2,90,0,6,0.07,999,0,1,0
5520,Normal,1,2,220,0,6,0.07,999,0,1,0
5560,Normal,1,2,130,0,6,0.07,999,0,1,0
5630,Normal,1,4,0,0,6,0.1,60,0,1,0
5631,Normal,1,4,300,0,6,0.1,60,0,1,0
5660,Normal,1,3,100,0,6,0.06,0,0,1,0
5780,Normal,1,12,135,0,5,0.04,9999,0,1,0
6020,WARNING,1,3,100,0,6,0.06,0,0,1,0
6419,BGM,0,3,100,0,6,0.06,0,0,1,0
6420,Boss0,1,7,100,-20,3.3,0.02,99999999,0,0,-90
6450,CLEAR,1,7,100,-20,3.3,0.02,99999999,0,0,-90
-1,,,,,,,,,,,
0,,,,,,,,,,,
