出現時間, AIタイプ, 出現位置, 敵タイプ, ｘｙ調整, 移動方向, 移動速度, ブレーキ, 待機時間, 加算移動方向, 最低速度, 弾発射時間
2840,Chase,1,1,132,0,4,0,150,0,1,0
2845,Chase,1,1,66,0,4,0,150,0,1,0
2850,Chase,1,1,0,0,4,0,150,0,1,0
2855,Chase,1,1,0,0,4,0,150,0,1,0
2860,Chase,1,1,66,0,4,0,150,0,1,0
2865,Chase,1,1,132,0,4,0,150,0,1,0
2870,Chase,1,1,198,0,4,0,150,0,1,0
2875,Chase,1,1,264,0,4,0,150,0,1,0
2881,Chase,1,1,330,0,4,0,150,0,1,0
2885,Chase,1,1,330,0,4,0,150,0,1,0
2891,Chase,1,1,264,0,4,0,150,0,1,0
2895,Chase,1,1,198,0,4,0,150,0,1,0
2901,Chase,1,1,132,0,4,0,150,0,1,0
2905,Chase,1,1,66,0,4,0,150,0,1,0
2911,Chase,1,1,0,0,4,0,150,0,1,0
2561,Normal,0,9,80,90,4,0.05,99999,0,1,0
2661,Normal,0,9,200,90,4,0.05,99999,0,1,0
2761,Normal,2,10,0,270,5,0.05,99999,1,1,0
2781,Normal,2,10,0,270,5,0.05,99999,0.9,1,0
2801,Normal,2,10,0,270,5,0.05,99999,0.8,1,0
2821,Normal,2,10,0,270,5,0.05,99999,0.7,1,0
2841,Normal,2,10,0,270,5,0.05,99999,0.6,1,0
2880,Normal,0,10,0,90,5,0.05,99999,-1,1,0
2890,Normal,0,10,0,90,5,0.05,99999,-0.9,1,0
2900,Normal,0,10,0,90,5,0.05,99999,-0.8,1,0
2910,Normal,0,10,0,90,5,0.05,99999,-0.7,1,0
2920,Normal,0,10,0,90,5,0.05,99999,-0.6,1,0
2930,Normal,0,10,0,90,5,0.05,99999,-0.5,1,0
2940,Normal,0,10,0,90,5,0.05,99999,-0.4,1,0
2950,Normal,0,10,0,90,5,0.05,99999,-0.3,1,0
3100,Normal,1,2,0,0,5,0.05,99999,0,1,0
3130,Normal,1,2,220,0,5,0.05,99999,0,1,0
3160,Normal,1,2,0,0,5,0.05,99999,0,1,0
3190,Normal,1,2,220,0,5,0.05,99999,0,1,0
3220,Normal,1,10,136,0,5,0.05,99999,0,1,0
3260,Normal,1,10,136,0,5,0.05,99999,0,1,0
3300,Normal,1,10,136,0,5,0.05,99999,0,1,0
3350,Normal,0,4,0,90,5,0,99999,0,1,0
3370,Normal,0,4,40,90,5,0,99999,0,1,0
3390,Normal,0,4,80,90,5,0,99999,0,1,0
3410,Normal,0,4,120,90,5,0,99999,0,1,0
3430,Normal,0,4,160,90,5,0,99999,0,1,0
3490,Normal,1,8,200,0,5,0.07,99999,0,1,0
3520,Normal,0,4,0,90,5,0,99999,0,1,0
3540,Normal,0,4,40,90,5,0,99999,0,1,0
3560,Normal,0,4,80,90,5,0,99999,0,1,0
3580,Normal,0,4,120,90,5,0,99999,0,1,0
3600,Normal,0,4,160,90,5,0,99999,0,1,0
3630,Normal,1,8,0,0,5,0.07,99999,0,1,0
3690,Normal,1,1,0,0,9,0.2,60,0,0,0
3691,Normal,1,1,66,0,9,0.2,60,0,0,0
3692,Normal,1,1,132,0,9,0.2,60,0,0,0
3693,Normal,1,1,198,0,9,0.2,60,0,0,0
3694,Normal,1,1,264,0,9,0.2,60,0,0,0
3695,Normal,1,1,330,0,9,0.2,60,0,0,0
3740,MiddleBoss0,2,13,50,270,5,0.04,3800,1,0,-120
3800,Normal,1,11,135,0,6,0.08,99999,0,1,0
3860,Obstacle0,1,6,0,0,6,0,0,0,0,0
3870,Obstacle0,1,6,84,0,6,0,0,0,0,0
3880,Obstacle0,1,6,190,0,6,0,0,0,0,0
3890,Obstacle0,1,6,32,0,6,0,0,0,0,0
3900,Obstacle0,1,6,290,0,6,0,0,0,0,0
3910,Obstacle0,1,6,60,0,6,0,0,0,0,0
3920,Obstacle0,1,6,12,0,6,0,0,0,0,0
3930,Obstacle0,1,6,330,0,6,0,0,0,0,0
3940,Obstacle0,1,6,256,0,6,0,0,0,0,0
3950,Obstacle0,1,6,0,0,6,0,0,0,0,0
3960,Obstacle0,1,6,84,0,6,0,0,0,0,0
3970,Obstacle0,1,6,190,0,6,0,0,0,0,0
3980,Obstacle0,1,6,32,0,6,0,0,0,0,0
3990,Obstacle0,1,6,290,0,6,0,0,0,0,0
4000,Obstacle0,1,6,60,0,6,0,0,0,0,0
4010,Obstacle0,1,6,12,0,6,0,0,0,0,0
4020,Obstacle0,1,6,330,0,6,0,0,0,0,0
4030,Obstacle0,1,6,256,0,6,0,0,0,0,0
4100,Normal,1,9,100,0,6,0.09,9999,0,1,0
4150,Normal,1,9,0,0,6,0.09,9999,0,1,0
4151,Normal,1,9,200,0,6,0.09,9999,0,1,0
4190,Chase,0,1,200,0,4,0,9999,0,1,0
4200,Chase,0,1,200,0,4,0,9999,0,1,0
4210,Chase,0,1,200,0,4,0,9999,0,1,0
4220,Chase,0,1,200,0,4,0,9999,0,1,0
4230,Chase,0,1,200,0,4,0,9999,0,1,0
4240,Chase,0,1,200,0,4,0,9999,0,1,0
4250,Chase,0,1,200,0,4,0,9999,0,1,0
4260,Chase,0,1,200,0,4,0,9999,0,1,0
4270,Chase,0,1,200,0,4,0,9999,0,1,0
4280,Chase,0,1,200,0,4,0,9999,0,1,0
4290,Chase,0,1,200,0,4,0,9999,0,1,0
4191,Chase,2,1,200,0,4,0,9999,0,1,0
4201,Chase,2,1,200,0,4,0,9999,0,1,0
4211,Chase,2,1,200,0,4,0,9999,0,1,0
4221,Chase,2,1,200,0,4,0,9999,0,1,0
4231,Chase,2,1,200,0,4,0,9999,0,1,0
4241,Chase,2,1,200,0,4,0,9999,0,1,0
4251,Chase,2,1,200,0,4,0,9999,0,1,0
4261,Chase,2,1,200,0,4,0,9999,0,1,0
4271,Chase,2,1,200,0,4,0,9999,0,1,0
4281,Chase,2,1,200,0,4,0,9999,0,1,0
4291,Chase,2,1,200,0,4,0,9999,0,1,0
4350,Normal,2,10,0,270,8,0.15,9999,2.4,2,0
4370,Normal,2,10,0,270,8,0.15,9999,2.4,2,0
4390,Normal,2,10,0,270,8,0.15,9999,2.4,2,0
4410,Normal,2,10,0,270,8,0.15,9999,2.4,2,0
4430,Normal,0,10,0,90,8,0.15,9999,-2.4,2,0
4450,Normal,0,10,0,90,8,0.15,9999,-2.4,2,0
4470,Normal,0,10,0,90,8,0.15,9999,-2.4,2,0
4490,Normal,0,10,0,90,8,0.15,9999,-2.4,2,0
4510,Normal,1,10,190,270,8,0.15,9999,4,2,0
4530,Normal,1,10,160,270,8,0.15,9999,4,2,0
4550,Normal,1,10,130,270,8,0.15,9999,4,2,0
4570,Normal,1,10,100,270,8,0.15,9999,4,2,0
4630,Normal,1,8,0,0,6,0.15,9999,0,1,0
4690,Normal,1,3,200,0,6,0.15,9999,0,1,0
4730,Normal,1,10,0,0,9,0.15,120,3,0,0
4740,Normal,1,10,0,0,9,0.14,120,2.5,0,0
4750,Normal,1,10,0,0,9,0.13,120,2,0,0
4760,Normal,1,10,0,0,9,0.12,120,1.5,0,0
4770,Normal,1,10,0,0,9,0.11,120,1,0,0
4780,Normal,1,10,-90,0,9,0.15,120,3,0,0
4790,Normal,1,10,-90,0,9,0.14,120,2.5,0,0
4800,Normal,1,10,-90,0,9,0.13,120,2,0,0
4810,Normal,1,10,-90,0,9,0.12,120,1.5,0,0
4920,Normal,1,10,272,0,9,0.15,120,-3,0,0
4930,Normal,1,10,272,0,9,0.14,120,-2.5,0,0
4940,Normal,1,10,272,0,9,0.13,120,-2,0,0
4950,Normal,1,10,272,0,9,0.12,120,-1.5,0,0
4970,Normal,1,10,362,0,9,0.15,120,-3,0,0
4980,Normal,1,10,362,0,9,0.14,120,-2.5,0,0
4990,Normal,1,10,362,0,9,0.13,120,-2,0,0
5000,Normal,1,10,362,0,9,0.12,120,-1.5,0,0
5100,Normal,1,8,0,0,5,0.07,9999,0,1,0
5140,Normal,1,8,200,0,5,0.07,9999,0,1,0
5190,Normal,1,2,0,0,6,0.07,9999,0,1,0
5240,Normal,1,2,180,0,6,0.07,9999,0,1,0
5241,Chase,2,0,0,0,4,0,9999,0,1,0
5260,Chase,2,0,0,0,4,0,9999,0,1,0
5280,Chase,2,0,0,0,4,0,9999,0,1,0
5300,Chase,2,0,0,0,4,0,9999,0,1,0
5320,Chase,2,0,0,0,4,0,9999,0,1,0
5340,Chase,2,0,0,0,4,0,9999,0,1,0
5360,Chase,2,0,0,0,4,0,9999,0,1,0
5380,Chase,2,0,0,0,4,0,9999,0,1,0
5500,Chase,0,0,0,0,4,0,9999,0,1,0
5501,Chase,0,0,45,0,4,0,9999,0,1,0
5502,Chase,0,0,90,0,4,0,9999,0,1,0
5503,Chase,0,0,135,0,4,0,9999,0,1,0
5504,Chase,0,0,180,0,4,0,9999,0,1,0
5505,Chase,0,0,225,0,4,0,9999,0,1,0
5580,Chase,2,0,0,0,4,0,9999,0,1,0
5581,Chase,2,0,45,0,4,0,9999,0,1,0
5582,Chase,2,0,90,0,4,0,9999,0,1,0
5583,Chase,2,0,135,0,4,0,9999,0,1,0
5584,Chase,2,0,180,0,4,0,9999,0,1,0
5585,Chase,2,0,225,0,4,0,9999,0,1,0
5640,Chase,0,0,0,0,4,0,9999,0,1,0
5641,Chase,0,0,45,0,4,0,9999,0,1,0
5642,Chase,0,0,90,0,4,0,9999,0,1,0
5643,Chase,0,0,135,0,4,0,9999,0,1,0
5644,Chase,0,0,180,0,4,0,9999,0,1,0
5645,Chase,0,0,225,0,4,0,9999,0,1,0
5680,Chase,2,0,0,0,4,0,9999,0,1,0
5681,Chase,2,0,45,0,4,0,9999,0,1,0
5682,Chase,2,0,90,0,4,0,9999,0,1,0
5683,Chase,2,0,135,0,4,0,9999,0,1,0
5684,Chase,2,0,180,0,4,0,9999,0,1,0
5685,Chase,2,0,225,0,4,0,9999,0,1,0
5720,Normal,0,3,200,90,5,0.04,9999,0.6,1,10
5740,Normal,1,9,220,0,6,0.07,9999,0,1.3,10
5800,Normal,1,2,0,0,6,0.07,9999,0,1,10
5880,Normal,1,2,120,0,6,0.08,9999,0,1,10
5940,Normal,1,10,180,0,4,0.08,9999,0,1,0
5941,Normal,1,10,260,0,4,0.08,9999,0,1,0
6000,Normal,1,9,28,0,5,0.04,9999,0,1.4,0
6030,Normal,1,9,120,0,5,0.04,9999,0,1.4,0
6090,Normal,2,4,0,-90,5,0.032,120,0,0,0
6091,Normal,2,4,120,-90,5,0.032,120,0,0,0
6160,Normal,1,8,100,0,5,0.05,9999,0,1,0
6220,Normal,1,1,0,0,5,0.05,160,0,0,30
6221,Normal,1,1,45,0,5,0.05,160,0,0,30
6222,Normal,1,1,90,0,5,0.05,160,0,0,30
6250,Normal,1,1,0,0,4.5,0.05,160,0,0,30
6251,Normal,1,1,45,0,4.5,0.05,160,0,0,30
6252,Normal,1,1,90,0,4.5,0.05,160,0,0,30
6280,Normal,1,1,0,0,4,0.05,160,0,0,30
6281,Normal,1,1,45,0,4,0.05,160,0,0,30
6282,Normal,1,1,90,0,4,0.05,160,0,0,30
6340,Normal,1,1,200,0,5,0.05,160,0,0,30
6341,Normal,1,1,245,0,5,0.05,160,0,0,30
6342,Normal,1,1,290,0,5,0.05,160,0,0,30
6370,Normal,1,1,200,0,4.5,0.05,160,0,0,30
6371,Normal,1,1,245,0,4.5,0.05,160,0,0,30
6372,Normal,1,1,290,0,4.5,0.05,160,0,0,30
6400,Normal,1,1,200,0,4,0.05,160,0,0,30
6401,Normal,1,1,245,0,4,0.05,160,0,0,30
6402,Normal,1,1,290,0,4,0.05,160,0,0,30
6450,Normal,0,3,200,90,5,0.04,9999,0.4,1.1,30
6451,Normal,2,3,120,-90,5,0.04,9999,-0.3,1.1,30
6510,Chase,1,0,0,0,4,0.04,120,0,0,10
6520,Chase,1,0,0,0,4,0.04,120,0,0,10
6530,Chase,1,0,0,0,4,0.04,120,0,0,10
6540,Chase,1,0,0,0,4,0.04,120,0,0,10
6550,Chase,1,0,0,0,4,0.04,120,0,0,10
6560,Chase,1,0,0,0,4,0.04,120,0,0,10
6570,Chase,1,0,0,0,4,0.04,120,0,0,10
6580,Chase,1,0,0,0,4,0.04,120,0,0,10
6590,Chase,1,0,0,0,4,0.04,120,0,0,10
6600,Chase,1,0,0,0,4,0.04,120,0,0,10
6610,Chase,1,0,0,0,4,0.04,120,0,0,10
6620,Chase,1,0,340,0,4,0.04,120,0,0,10
6630,Chase,1,0,340,0,4,0.04,120,0,0,10
6640,Chase,1,0,340,0,4,0.04,120,0,0,10
6650,Chase,1,0,340,0,4,0.04,120,0,0,10
6660,Chase,1,0,340,0,4,0.04,120,0,0,10
6670,Chase,1,0,340,0,4,0.04,120,0,0,10
6680,Chase,1,0,340,0,4,0.04,120,0,0,10
6690,Chase,1,0,340,0,4,0.04,120,0,0,10
6700,Chase,1,0,340,0,4,0.04,120,0,0,10
6710,Chase,1,0,340,0,4,0.04,120,0,0,10
6720,Chase,1,0,340,0,4,0.04,120,0,0,10
6780,Normal,1,10,-20,0,6,0.08,9999,0,1,0
6781,Normal,1,10,85,0,6,0.08,9999,0,1,0
6782,Normal,1,10,190,0,6,0.08,9999,0,1,0
6783,Normal,1,10,295,0,6,0.08,9999,0,1,0
6850,Normal,1,10,-20,0,6,0.08,9999,0,1,0
6851,Normal,1,10,85,0,6,0.08,9999,0,1,0
6852,Normal,1,10,190,0,6,0.08,9999,0,1,0
6853,Normal,1,10,295,0,6,0.08,9999,0,1,0
6900,Normal,1,10,-20,0,6,0.08,9999,0,1,0
6901,Normal,1,10,85,0,6,0.08,9999,0,1,0
6902,Normal,1,10,190,0,6,0.08,9999,0,1,0
6903,Normal,1,10,295,0,6,0.08,9999,0,1,0
6950,Normal,1,8,0,0,6,0.08,9999,0,1,0
6951,Normal,1,8,200,0,6,0.08,9999,0,1,0
7040,Obstacle0,1,6,0,0,6,0.08,9999,0,1,0
7050,Obstacle0,1,6,0,0,6,0.08,9999,0,1,0
7060,Obstacle0,1,6,0,0,6,0.08,9999,0,1,0
7070,Obstacle0,1,6,0,0,6,0.08,9999,0,1,0
7080,Obstacle0,1,6,0,0,6,0.08,9999,0,1,0
7090,Obstacle0,1,6,120,0,6,0.08,9999,0,1,0
7100,Obstacle0,1,6,120,0,6,0.08,9999,0,1,0
7110,Obstacle0,1,6,120,0,6,0.08,9999,0,1,0
7120,Obstacle0,1,6,120,0,6,0.08,9999,0,1,0
7130,Obstacle0,1,6,120,0,6,0.08,9999,0,1,0
7140,Obstacle0,1,6,230,0,6,0.08,9999,0,1,0
7150,Obstacle0,1,6,230,0,6,0.08,9999,0,1,0
7160,Obstacle0,1,6,230,0,6,0.08,9999,0,1,0
7170,Obstacle0,1,6,230,0,6,0.08,9999,0,1,0
7180,Obstacle0,1,6,230,0,6,0.08,9999,0,1,0
7190,Obstacle0,1,6,30,0,6,0.08,9999,0,1,0
7200,Obstacle0,1,6,30,0,6,0.08,9999,0,1,0
7210,Obstacle0,1,6,30,0,6,0.08,9999,0,1,0
7220,Obstacle0,1,6,30,0,6,0.08,9999,0,1,0
7230,Obstacle0,1,6,30,0,6,0.08,9999,0,1,0
7350,Normal,1,12,135,0,5,0.04,9999,0,1,0
7440,WARNING,1,6,30,0,6,0.08,9999,0,1,0
7839,BGM,0,14,0,0,7,0.07,99999,0,0,0
7840,Boss1,1,14,0,0,7,0.07,99999,0,0,0
7870,CLEAR,0,0,0,0,0,0,0,0,0,0
-1,,,,,,,,,,,
0,,,,,,,,,,,
